id,answer
365,ear
366,12
367,follow
368,an important class
369,howe
370,birthplace
371,the river itchen
372,fo
373,3 july 2012
374,the world yacht race
375,march 2007
376,2011
377,2012
378,the wide lane sports facility
379,om
380,18th-century wars
381,this site
382,southampton
383,able
384,the 10th century
385,mixed race
386,the 2015 council elections
387,1338
388,three members
389,40
390,a morrison's supermarket
391,resent
392,the 2001 census
393,his death
394,the 1920s
395,all 354 local authorities
396,a single day
397,charles
398,inc
399,sea city
400,the 2015 council elections
401,res
402,january 2015
403,12th century merchants' houses
404,the latter half of the 20th century
405,carnival uk
406,the best collections
407,later development
408,the 1950s
409,"""the cruise of the steam yacht north star"
410,hampshire
411,1417
412,"an estimated 32,300 people"
413,2004
414,the shape
415,a major employer
416,1888
417,approximately 1
418,res
419,1968
420,1840
421,vibration
422,year-end 2016
423,dates
424,the civic centre
425,the years
426,the 1930s
427,french
428,fro
429,the record
430,the medieval merchant's house
431,southampton water
432,the port of southampton
433,1620
434,han
435,archaeological excavations
436,the 13th century
437,carbon emissions
438,the west quay region
439,southampton itchen
440,yi
441,the metropolitan area
442,southampton airport (parkway) railway station
443,fro
444,2004 figures
445,the mayflower theatre
446,led
447,local performing societies
448,the 2015 council elections
449,two main termini
450,other business
451,links
452,1952
453,the southern railway company
454,local public transport
455,gordon strachan
456,the district
457,sea bathing
458,3 july 2012
459,professional athletes
460,the west wing
461,july 2009
462,the university players
463,the most successful college american football teams
464,the river itchen
465,ludi
466,27 june 1640
467,esol programmes
468,"a new, larger, settlement"
469,par
470,castle way
471,university hospital southampton nhs foundation trust
472,fo
473,southampton
474,became
475,a unitary authority
476,202 crimes
477,england
478,om
479,west quay
480,r'n'b singer craig david
481,the city
482,1066
483,ever
484,evident
485,the current and 793rd mayor
486,successive incarnations
487,"253,651"
488,rescue service
489,the 1920s and 1930s
490,london south west 2 division
491,the rest
492,the 1990s
493,1338
494,exchange
495,the fortress settlement
496,more local conditions
497,smaller apartment blocks
498,18th-century wars
499,25+26 hen
500,the health and education sector
501,2005
502,thin
503,thornhill
504,2011
505,16.2 percent
506,the battle of agincourt
507,the midlands
508,more than 3 million people
509,2014
510,between 1995 and 2004
511,southampton operatic society
512,the west
513,design
514,1991
515,the western edge
516,2009
517,their transit models
518,2005
519,a spectacular fireworks display
520,headquarters
521,7 senior men's and 5 senior ladies teams
522,year-end 2016
523,physical or verbal assaults
524,till
525,2006
526,the worst behaved secondary schools
527,de
528,casablanca
529,a mulberry harbour
530,the variety
531,ft
532,southampton
533,the block-making process
534,a function
535,between 1995 and 2004
536,art
537,sum
538,the new forest
539,the fortress settlement
540,between 2006 and 2013
541,southampton city council
542,hantscire
543,a notable former player
544,what
545,eve
546,£28 million
547,a palliative care service
548,form
549,1348
550,including
551,du
552,the city of southampton sunday football league
553,1290
554,sum
555,the medieval merchant's house
556,wound
557,central
558,smaller apartment blocks
559,gym membership
560,l.
561,ronald koeman
562,verbal bullying
563,run
564,the supermarine spitfire
565,2004 figures
566,om
567,630 people
568,open
569,the subject
570,the 2001 census southampton
571,conduit house
572,september 1940
573,thin
574,the first phase
575,the structural and economic development
576,2002
577,1979
578,hampshire county cricket club
579,2015
580,his 1854 book
581,false
582,2012
583,a strong higher education sector
584,ho
585,january 2007
586,the kaiser chiefs
587,27 june 1640
588,18th-century wars
589,joining
590,es
591,1952
592,three fire stations
593,various names
594,1415
595,inc
596,the largest and highly regarded clubs
597,commercial radio stations
598,hampshire constabulary's figures
599,between 1996 and 2004
600,west quay
601,mini
602,between 1996 and 2004
603,the 1950s
604,a palliative care service
605,ly
606,the city's first skyscrapers
607,25+26 hen
608,the media
609,athletics centre
610,a different view
611,king edward
612,the current and 793rd mayor
613,become
614,1.0 per cent black
615,the corporation
616,a function
617,200
618,the media
619,the next few decades
620,f
621,the southampton docks company
622,the rose bowl
623,the friars
624,the air raids
625,the years
626,between 1996 and 2004
627,1642
628,his 1854 book
629,fro
630,the worst behaved secondary schools
631,the original bridge
632,x
633,the queen mary 2
634,1842
635,1977 to 2001
636,1976
637,mi
638,petrochemicals
639,ring
640,a fortified settlement
641,the record
642,shirley
643,tudor house museum
644,1066
645,the cobden bridge
646,pea
647,the original bridge
648,european destinations
649,the council leisure executives
650,visiting
651,k.
652,the 2001 census
653,xi
654,a further part
655,16.2 percent
656,ex
657,totton to southampton central station
658,several smaller music venues
659,1879 to 1949
660,became
661,october 2014
662,this third stage
663,han
664,hawthorns urban wildlife centre
665,stagecoach
666,the two local sunday leagues
667,around nine miles
668,dr. alan whitehead
669,heart
670,king edward
671,the city
672,southampton
673,jack fm
674,a strong higher education sector
675,7 senior men's and 5 senior ladies teams
676,the rivers test
677,hampshire county council
678,early appearances
679,the 1880s
680,conduit head
681,the western docks and city centre
682,r j mitchell
683,local media
684,increased
685,the southampton water
686,the high street
687,2002
688,ther
689,june
690,july 2009
691,a brief spell
692,bristol and cardiff
693,southampton's police service
694,three internal ferry services
695,the city hockey club
696,the university of southampton
697,the 1920s
698,millbrook
699,"over 22,000 students"
700,hampshire county council
701,his 1854 book
702,ad 43
703,april to september each year
704,1879 to 1949
705,the western edge
706,an important industry
707,ly
708,july 2009
709,30 july 2011
710,the 1960s
711,1642
712,the 1992 local government act
713,"portswood, banister park"
714,population
715,the surviving ashkenazi jews
716,50–90%
717,its denotation
718,2006
719,jewish religious life
720,intermarriage
721,the four aforementioned founder lineages
722,(y-chromosome haplotypes
723,several famous people
724,central europe
725,findings
726,sephardic jews
727,1931
728,central and eastern europe
729,both their paternal and maternal lineages
730,1931
731,od
732,the end of the 11th century
733,haplogroup k (mtdna
734,relations
735,a substantial jewish population
736,363
737,origin
738,german tribes
739,sephardic rabbinical authorities
740,sephardic communities
741,sergio dellapergola
742,media
743,ch
744,possible
745,about 6 million – more than two-thirds
746,the chief ashkenazi rabbi
747,questions
748,the franks
749,banned
750,the carlebach style
751,the development
752,different interpretations
753,dolberger's family members
754,1394
755,fro
756,m17
757,the first decades
758,compass
759,the custom
760,per
761,both their paternal and maternal lineages
762,1790
763,hi
764,(1 kings
765,465 ce
766,other jews
767,intermarriage
768,the emancipation
769,full roman citizenship
770,northern gaul
771,ashkenazic jews
772,rem
773,the university of huddersfield
774,recent years
775,the 2nd and 3rd centuries
776,the holocaust
777,its traditional cultural life
778,jews
779,genesis rabbah
780,jewish ancestry
781,analysis
782,>85% membership
783,"only a few, enigmatic traces"
784,religious law
785,the fertile crescent
786,the authors
787,the predominant levantine genetic origin
788,united states nobel prize winners
789,universal male education
790,jerusalem
791,worms
792,charlemagne's time
793,a rough calculation
794,eastern
795,the early medieval period
796,samuel krauss
797,israel
798,267 and 396 ce
799,listed
800,evidence
801,led
802,around 47.5%
803,the 11th century
804,50–90%
805,various high german vernaculars
806,using
807,the 2013 study
808,car
809,a far smaller number
810,media
811,91%
812,ashkenazi
813,order
814,the geographic isolation
815,"""the women"
816,iv
817,ashkenazic origins
818,service
819,363
820,mean
821,melodies
822,nearly 92%
823,the palestinian jews
824,religious jews
825,the astronomer royal
826,1846
827,tidal acceleration
828,1:2
829,war
830,hat
831,2009
832,a complex geometry
833,23 september 1846
834,15 times the mass
835,translate
836,", persistent methane clouds"
837,the temperature differential
838,the larger gas giants
839,hat
840,the two planets' surface temperatures
841,around
842,neptune's orbit
843,form
844,the late 2020s or early 2030s
845,1846
846,1.14 times the surface gravity
847,lect
848,the french bureau des longitudes
849,over 200 known objects
850,the magnetic fields
851,r.
852,farther
853,r.
854,the spacecraft's closest approach
855,ocean
856,the spacecraft's closest approach
857,lead
858,traces
859,john couch adams
860,the general pattern
861,the second-most-intense storm
862,its higher internal heating
863,event
864,unexpected changes
865,saturn
866,convincing astronomers
867,this suggestion
868,subsequent observations
869,1989
870,2007
871,varying compositions
872,the solar system
873,"about 12,500 years"
874,the persistence
875,1966
876,30.1 astronomical units
877,a planetary ring system
878,tend
879,", persistent methane clouds"
880,med
881,rich
882,a kuiper belt object
883,that dynamical state
884,e.
885,hydrocarbons
886,between 2002 and 2003
887,whether
888,owe
889,ly
890,the highest-resolution images
891,visually
892,fo
893,the solar system
894,iv
895,the removal
896,the planet's physical centre
897,these circumferential bands
898,the atmospheric methane
899,the voyager 2 encounter
900,2006
901,4 and 12 august
902,der
903,the tropopause layer
904,the brighter cloud features
905,the opaque cloud deck
906,every 164.8 years
907,the roman god
908,its 365.26-day orbit
909,the original protoplanetary disc
910,increasingly more detailed images
911,planetary science
912,neptune's weather
913,between 2002 and 2003
914,25 august 1989
915,known trojan objects
916,remain
917,february 1844
918,da
919,the 16th centuries
920,many writers
921,thinking
922,abou
923,the west
924,beliefs
925,a 'looser' term
926,1964
927,1795
928,thin
929,other 19th-century critics
930,an expression
931,especially the general customs
932,research
933,stuart hall's pioneering work
934,the individual
935,this strain
936,though
937,the prussian linguist
938,the late 1970s
939,1964
940,lead
941,the dissenting opinions
942,nowhere
943,the establishment clause
944,a common background
945,men
946,deserted
947,religious schools
948,howe
949,the whole issue
950,as early as the mid-17th century
951,e.
952,x
953,ia
954,"may 3, 2006"
955,the bloody tenent of persecution
956,di
957,the states
958,king
959,the history
960,rule
961,related costs
962,1773
963,"may 3, 2006"
964,civic religion
965,kurtzman
966,1962
967,seek
968,1994
969,the establishment clause
970,posed
971,ha
972,the slightest breach
973,religious services
974,2001
975,a common background
976,av
977,12-696
978,a description
979,the required beliefs
980,the 1878 mormon polygamy case
981,op
982,the inestimable privilege
983,thomas jefferson's influential virginia statute
984,"their bill of rights, declaration of rights"
985,the bible
986,catholicism and nativism.[citation
987,all things
988,a five-justice majority
989,1773
990,separation
991,opted
992,civil religion
993,due
994,"the ""lemon test"""
995,particular religious beliefs
996,the political society
997,the house of representatives
998,the dutch reformed church
999,the mount soledad cross controversy
1000,their opposition
1001,justice hugo black
1002,the constitution
1003,original
1004,pp
1005,james madison's conceptions
1006,before 1970
1007,left
1008,allow
1009,this one jeffersonian letter
1010,a thanksgiving and prayer proclamation
1011,a three judge panel
1012,2
1013,epperson
1014,partly
1015,stand
1016,the clause
1017,various parts
1018,the ideal setting
1019,the 1840s
1020,façades
1021,technical skill
1022,allegories
1023,the end of the 5th century
1024,the justinianian age
1025,2000 archaeologists
1026,1686
1027,christian mosaic art
1028,three medallions
1029,site
1030,the two patron saints
1031,the middle
1032,commission
1033,first
1034,the 12th–13th centuries
1035,change
1036,important justinian era mosaics
1037,increasing
1038,around 1143
1039,a medium (often adhesive-backed paper
1040,des
1041,outstanding examples
1042,the style
1043,the remains
1044,the church of the holy apostles
1045,young monks
1046,the water brook
1047,1982–85
1048,1960
1049,western european and islamic artistic tendencies
1050,the hagia sophia church
1051,the single most important piece
1052,formis
1053,few mosaic creations
1054,especially the constantinian mosaics
1055,the middle of the 5th century
1056,1894
1057,1166
1058,the 5th-century ravenna
1059,the byzantine emperor
1060,mb
1061,ad
1062,mosaics
1063,462
1064,throne
1065,golden gothic mosaics
1066,huldah
1067,wo
1068,often
1069,the drum
1070,ho
1071,425
1072,though
1073,1922
1074,western european and islamic artistic tendencies
1075,ho
1076,between the 10th and 11th century
1077,transformation
1078,the pammakaristos mosaics
1079,azulejo
1080,the 17th- and 18th-century mosaics
1081,1295
1082,lebanon
1083,4th-century bc
1084,covered
1085,raised hands
1086,the muslim conquests
1087,the north and south tympana
1088,1043–1056
1089,8th–9th centuries
1090,carthage
1091,still
1092,les
1093,plain gold mosaics
1094,extraordinary craftmanship
1095,occasionally
1096,strong italianate influence
1097,strips
1098,floral decoration
1099,lost
1100,"the small, cross-shaped structure"
1101,throne
1102,rubikcubism
1103,around 1143
1104,the only surviving 12th-century mosaic work
1105,the whole wall
1106,1949
1107,the imperial apartments
1108,many such works
1109,a more elaborate mosaic floor
1110,1607
1111,the 12th century
1112,byzantine empire
1113,two very distinct mosaic styles
1114,celebrates
1115,"the earlier (587) ""church"
1116,corduba
1117,51 mm × 51
1118,jerusalem
1119,well-known works
1120,chronicler leo
1121,iz
1122,the 1840s
1123,combat
1124,the golden 14th-century mosaic
1125,715
1126,the 3rd–7th centuries
1127,very few early byzantine mosaics
1128,a landslide
1129,empress theodora
1130,production automation
1131,the 11th century
1132,colored tiles
1133,around 744
1134,1822
1135,the holy land
1136,the end of the 4th century
1137,2–1
1138,the only surviving 12th-century mosaic work
1139,1986
1140,the original decoration
1141,the jewish past
1142,the ascension of christ
1143,1043–1056
1144,the umayyad era
1145,pompeii and neighbouring sites
1146,pergamon
1147,the church of the holy sepulchre
1148,the middle
1149,the upper wall
1150,17th-century drawings
1151,constantine monomachos
1152,the finest examples
1153,might
1154,became
1155,1922
1156,a bath house
1157,similarly
1158,ch
1159,constantinople (1204
1160,the first half of the 6th century
1161,the 3rd–7th centuries
1162,op
1163,calçada portuguesa
1164,64 ad
1165,small
1166,two-tone stone mosaic paving
1167,around 1320
1168,ho
1169,4th-century bc
1170,1043–1056
1171,win
1172,thus
1173,the history
1174,traditional animistic beliefs
1175,the united kingdom
1176,ill
1177,the pronunciation
1178,consider
1179,2008 rice production
1180,the 18th century
1181,turned
1182,the government
1183,inc
1184,kachin
1185,canada
1186,pagan's collapse
1187,shan
1188,southeast asia
1189,n.
1190,1988
1191,domination
1192,portuguese mercenaries
1193,"2,185 km"
1194,the landmark 2015 election
1195,a brief period
1196,english
1197,2001
1198,king bodawpaya
1199,ministry of foreign affairs
1200,the exiled leaders
1201,august 2007
1202,people's assembly elections
1203,10 june 2012
1204,praise
1205,work animals
1206,able
1207,a resurgent ayutthaya
1208,"""burma (myanmar"
1209,the irrawaddy valley
1210,upper myanmar
1211,the 18th century
1212,"676,578 square kilometres"
1213,between 1966 and 1997
1214,sin
1215,ore
1216,lies
1217,the united international bureaux
1218,two provisions
1219,a patented invention
1220,the u.s. economy
1221,hat
1222,"predominately poor populations"".:1108–9"
1223,governed
1224,xi
1225,the historical intentions
1226,some services
1227,rejected
1228,use
1229,origin
1230,although
1231,the claims
1232,the products
1233,their necessary orality
1234,om
1235,regulatory approval
1236,law professor
1237,1996
1238,this expansion
1239,the doctrinal agenda
1240,an october 1845 massachusetts circuit court ruling
1241,the scope
1242,lawrence lessig
1243,the united states patent & trademark office
1244,giving
1245,1791
1246,using
1247,a patent
1248,life-saving medicines
1249,1893
1250,sting
1251,intellectual property rights
1252,enforcement
1253,particularly distributed search engines
1254,originate
1255,"the word ""property"
1256,additionally congress's awareness
1257,the products
1258,ch
1259,fro
1260,legal scholarship
1261,1791
1262,copyright infringement
1263,the digital millennium copyright act
1264,the economic espionage act
1265,2001
1266,the mind
1267,a patented invention
1268,1883
1269,whose effects
1270,use
1271,most intellectual property law
1272,intellectual property
1273,fo
1274,civil litigation
1275,the worth
1276,business method patents
1277,their necessary orality
1278,tin
1279,intellectual property
1280,current u.s. intellectual property legislation
1281,j
1282,like
1283,several jurisdictions
1284,ora
1285,this claim
1286,may 1851
1287,the western allied baltic fleet
1288,learn
1289,1828–1829
1290,3000
1291,30 march 1856
1292,los
1293,newspaper readership
1294,the war.:139
1295,their villages
1296,hi
1297,constantinople
1298,the russian retreat
1299,june 1854
1300,the withdrawal
1301,ad
1302,the far south wrangel
1303,equipment.:415
1304,14 april
1305,the hungarian revolution
1306,305
1307,russian communications
1308,the malakoff.:441 emphasis
1309,counter-admiral auguste febvrier despointes
1310,"over 20,000 shells"
1311,prince menshikov
1312,"15,000 soldiers"
1313,the ottoman operations
1314,27/28 october
1315,withdrew
1316,british overseas possessions
1317,"15,000"
1318,drastic reforms
1319,the south side
1320,the mediterranean sea
1321,1848
1322,february 1853
1323,fail
1324,victor emmanuel ii
1325,lace
1326,the russians
1327,1853
1328,expectation
1329,7 july 1854
1330,little interest
1331,the united kingdom
1332,the deployment
1333,late september
1334,age
1335,minor military operations
1336,the fortifications
1337,the don river
1338,its buffer zone
1339,iv
1340,civil engineer immanuel nobel
1341,mismanagement
1342,the allies
1343,1853
1344,the 1866 austro-prussian war:433
1345,including
1346,the casus belli
1347,the times
1348,du
1349,the ingur river
1350,25 october
1351,other countries
1352,med
1353,"over 20,000 shells"
1354,russia's greatest regional rival
1355,their differences
1356,the 700-man unit
1357,put
1358,hat
1359,kadikoi
1360,fro
1361,the black sea
1362,21 january 1855
1363,the existence
1364,"logistical, medical and tactical failures"
1365,1855: georgian coast
1366,the times newspaper
1367,an anglo-french ultimatum
1368,lead
1369,may 1851
1370,his armies
1371,h.
1372,hms prince
1373,caracal.:130–43
1374,q
1375,official
1376,dobruja
1377,the capture
1378,11
1379,"july 15, 1840"
1380,the russians
1381,prince menshikov
1382,28 march 1854
1383,the decision
1384,lord palmerston
1385,ottoman rule
1386,pie
1387,the shore batteries
1388,a defeat
1389,winter clothing.:435
1390,the valley
1391,ex
1392,stratford's actions
1393,hostilities
1394,the british hq
1395,an expeditionary corps
1396,september 1854
1397,southwards
1398,30 march 1856
1399,in 1820-1830’s
1400,september 1853
1401,30 march 1856
1402,ac
1403,a successful attack
1404,all soldiers
1405,the enemy lines
1406,the next day
1407,this period
1408,since
1409,immobile
1410,the landing
1411,sing
1412,"3,300 allied losses"
1413,the ottoman sublime porte
1414,1870–1871
1415,balaclava
1416,the winter of 1854
1417,special guardian
1418,saved
1419,control
1420,the lacklustre condition
1421,the historians
1422,september 1853
1423,justified
1424,the actions
1425,september 1854
1426,turkey
1427,an initial agreement
1428,the anglo-french squadron
1429,became
1430,12 may
1431,the alma river
1432,the significance
1433,june 1854
1434,defensive positions
1435,the ottoman empire
1436,replace
1437,"june 24, 1839"
1438,a relieving force
1439,the treaty of vienna in 1815
1440,attract
1441,abdülmecid
1442,the ottoman empire
1443,february 1853
1444,medical services
1445,n.
1446,wallachia
1447,plus
1448,1855: georgian coast
1449,"the ""sick man"
1450,february 1853.:105
1451,the russian naval base
1452,september 1854
1453,some future conflict
1454,the russian bomarsund fortress
1455,east
1456,1853
1457,the greek orthodox church.:20
1458,16 august 1855
1459,the ottoman-controlled danubian principalities
1460,the ottoman empire.:432–33
1461,5 december 1853
1462,pointed
1463,the bombardment commenced—126 guns
1464,armed steamers
1465,med
1466,a surprise night attack
1467,all 12 million orthodox christians
1468,moldavia
1469,"280,000 men"
1470,november 1853
1471,30 march 1856
1472,may 1855 turkish forces
1473,360 ships
1474,such rapid communications
1475,ottoman frigates
1476,remained
1477,the 1859 franco-austrian war
1478,the deployment
1479,two more treaties
1480,a deteriorating supply situation
1481,article iv
1482,the hungarian revolution
1483,both sides
1484,the russian leadership
1485,a visible change
1486,the significance
1487,arise
1488,the danube river
1489,the establishment
1490,the russian war effort
1491,problems
1492,evita
1493,ho
1494,february 1853
1495,the resignation
1496,sir colin campbell
1497,the rebels
1498,hang
1499,the words
1500,western military technology
1501,1839
1502,empress dowager cixi
1503,germany
1504,enlightenment
1505,"its social, economic and military power"
1506,his brothers
1507,long
1508,president
1509,epidemics
1510,a county magistrate
1511,time
1512,1900
1513,the last imperial dynasty
1514,british commercial access
1515,opium smoking
1516,around
1517,adult han chinese men
1518,gene
1519,a taiping expeditionary force
1520,the first opium war
1521,100 million to 300 million people
1522,suddenly
1523,the four branches
1524,the manchu succession dispute
1525,"may 27, 1644"
1526,the 19th century
1527,known
1528,imperial patronage
1529,became
1530,1642
1531,these years
1532,kyakhta
1533,the chinese plain white banner
1534,her five-year-old son
1535,get
1536,the years
1537,nanjing
1538,free trade
1539,nanjing
1540,gone
1541,modern weaponry
1542,1850 to 1864
1543,interred
1544,fear
1545,troy
1546,shunzhi's personal rule
1547,threatened
1548,the mid-19th century
1549,"200,000[a"
1550,built
1551,"an entire ""jiu han jun"
1552,made
1553,300 million
1554,ly
1555,1641
1556,the eighteen provinces
1557,the republic of china
1558,individual and hostile tribes
1559,approximately 13 million km2
1560,1861 — a year
1561,beijing
1562,his ire
1563,sun yat-sen's government
1564,1858
1565,regent and de facto leader
1566,han civilians
1567,300 million
1568,the early 20th century
1569,beijing
1570,sichuan and southern shaanxi
1571,april 1911
1572,the imperial palace
1573,"its social, economic and military power"
1574,ul
1575,till
1576,british and french troops
1577,the later chinese rites controversy
1578,"the ""chinese empire"
1579,e.
1580,sent
1581,its production
1582,the tongzhi restoration
1583,welcome
1584,an extended period
1585,the winter of 1722
1586,the population
1587,1900
1588,1626–1705
1589,the jurchen aisin gioro clan
1590,imperial household department
1591,the jurchen
1592,1681
1593,inserting
1594,"""sun"
1595,1683
1596,became
1597,increasingly
1598,the qing side
1599,geng zhongming
1600,the great jin
1601,effect
1602,the great jin
1603,only forty-three
1604,ist
1605,eve
1606,a republican constitutional reform
1607,the qing
1608,the remaining ming forces
1609,governorships
1610,join
1611,kno
1612,military skills
1613,1582
1614,regional viceroys
1615,able
1616,the purge
1617,bestowed
1618,the chinese recognition
1619,direct
1620,1661–1722
1621,the cultivated gentleman
1622,the traditional four occupational groups
1623,the qing government
1624,the city
1625,turn
1626,aisin gioro relatives
1627,himself
1628,the first opium war
1629,1782
1630,1673
1631,state affairs
1632,ever
1633,han chinese
1634,a council
1635,the first major instance
1636,the manchu succession dispute
1637,off-limits
1638,passed
1639,called
1640,singly
1641,the art
1642,fo
1643,originally a vassal
1644,the first opium war
1645,the imperial palace
1646,a tungusic people
1647,an expedition force
1648,hong taiji's oldest son
1649,the manchus
1650,rough
1651,k
1652,declared
1653,state affairs
1654,conquer
1655,maintain
1656,all walks
1657,a counterattack
1658,little need
1659,1854
1660,tibetan buddhism
1661,the empress dowager lived
1662,vent
1663,little evidence
1664,manchus
1665,passivity
1666,the emperor's own interpretation
1667,"the good ""commoner"" people"
1668,ther
1669,defeat
1670,de
1671,the direct command
1672,the hundred days' reform of 1898
1673,russia
1674,ist
1675,the qing dynasty
1676,pirates
1677,japanese prime minister itō hirobumi
1678,ver
1679,september 1643
1680,the qing dynasty
1681,1905
1682,bark
1683,li hongzhang
1684,the largest collection
1685,concerned
1686,british
